business_id_1, business_id_2, similarity
9sDuZJ5eMwS8Xdm9wLNIOg,7rf7j0WPx7kYZj5GAXKS3g,0.5
AC69u-cjLnkLe6SB7vv9SQ,q0Zmv8G9KpfgFWLiqNeFpg,0.5
AC69u-cjLnkLe6SB7vv9SQ,gvXwV7bGB_qWuHS05x1FAg,0.5
AI-LZ6BgPgChSpRGoVJW2w,1jpBooSSrmiNMWMtR9rmng,0.5
AI-LZ6BgPgChSpRGoVJW2w,5_5AT_uw_akxMIu_8LLhew,0.5
Ah4i15g8Ow_zphzcpulTxQ,aANR9KZfeCMVF6kMls58Sw,0.5
AnBIIqzFTO4jZ6z_uI36Kw,58TsZIweIkb8B4iOkA4jWQ,0.5
Aru8Cpu9YKvQzZcbgs7rjQ,ozn76OaW1HA5mJDgQLg1cA,1.0
BLGo7Hnn6080YJHJAtifOw,B7UeQVtXDcH8EXTc8p_M1Q,0.6666666666666666
BkqM_Ou82P3gn_PTxEN3pw,1S6eB9Ag2VMx3Ab7LHORJw,0.5
Bmv3nHS2nfjzhkDQMsLAWQ,m9eF1rD6Cnwn69z45_cBLA,0.5
C-JdFdmF130R53GOJRX3Zg,N-U0o7hIKy3Z6KY_O4RuPg,0.5
C-JdFdmF130R53GOJRX3Zg,Lm_Oqcg0t04ok7upUSO27A,0.5
C-JdFdmF130R53GOJRX3Zg,vgVQFufjuqDaHj19ntOiFw,1.0
CGRWBy7aVNEdEW5Hv11QjQ,tgB4e09PdFwkMQpP29hZDA,0.5
CHFw_V836nIKpWtqMP4E5g,ky4AyA_y6gx20tf95mZxSA,0.5
COqLTo3bb1fuMIg2_fA6Fw,i95z3PicJ4p_oAYXBioznA,0.5
CSn2-XpArLLYeZ_k2BKzrg,CrIWqmuO2uQWwl3z11K_BA,0.5
CWh5Jvne98_jz0GO7hbzHw,_cPKhspnmpEEVXYKO3l-Sg,0.5
CaDTCay6IFMGsQ1dVJaw8A,mr5Ds305PzhExis8MZgziw,0.5
CgF0aw5JgUnpn4BrieN5QA,vt7iOHC_O7NO5-88P7SXcw,0.5
CpqlSQEt7eLl8GVmGMlXLA,rPeHN1B8FyYzI7GzVFam3w,0.5
CpqlSQEt7eLl8GVmGMlXLA,ugIDAeQPfKs9GVBaPUSBkA,0.5
CrIWqmuO2uQWwl3z11K_BA,pCer-vIZM05p423MFmiSng,0.5
CrTbzS1sdzgnBlJU6fYKpw,XNqfEq_CVYltOfg4aUMQrw,0.5
CuyHam2xMGNrGjaToZjcig,7Dwo13ZxVBKkBuRhYEBMiw,0.5
D47sxEtW7DZHfUnWKrjRsg,L5dX210yl63PNOfZJHgUEg,0.5
D8whLHsJ2f_tM3Y2lJgMOg,9eXubYXgL7Chi4ZLuBBOKQ,0.5
D8ztK8n4L0_6cAslAPFYTg,KAgQ0bua30vuMZUmRHWcKQ,0.5
D8ztK8n4L0_6cAslAPFYTg,ewzwgSuA0_6um2q9U-iQvA,0.5
D8ztK8n4L0_6cAslAPFYTg,vgaA8bqGtd2uYj3KuWC9yw,0.5
DIR0hMsAW16GPVqYzb9ibg,hcBPTka0KJy-AIui5zIN0Q,0.5
DPpi9r4FGuR6WfeqQKL4Nw,OFaMjL9nLF-A51KHNW8nfg,0.6666666666666666
DTmYVvujYjELUgLfPRtN7g,0l_HQpZ4gsR5T6Ejqcgi2Q,0.5
DwJlGxAJvohbDR_5jV-ERA,Pktuj7R2lsTymGj0nNL5fA,0.5
DwJlGxAJvohbDR_5jV-ERA,K1Y1cQT6KuWOfAoDbDIh_g,0.5
DwSFTVUZX0xIE6T54yp2JQ,N92Pbr2ygKDLkjmr-4BAPw,0.5
E0TvZb8Nkn1vmRMkN0jMDA,eZ41W1WJROG29EZDq5N2Zg,0.5
E2hSxPmu4V1POrN676y_Qg,NdQzxU4hHk25mUoltnw4wg,1.0
E6BUlDkXuBtX-5CoWWtw6A,odYVVzTk1OGRMtp7P0n7zQ,1.0
E6BUlDkXuBtX-5CoWWtw6A,hf2oiNqYYWoF2-iNYSnOMg,0.5
E8kRMoIZd8NrpZd57b2JmQ,DMuWz0vIXHKhB-4Un8Gysg,0.5
E8kRMoIZd8NrpZd57b2JmQ,yrC2AxuY3wXNodbuClLRGg,0.5
EAFuhvRxoAhYARuiXCsUSw,1FGe55e-ZPkumoBK7cyjnA,0.5
ELxiPon1qYylk1TUdidpJA,XHdlhg3GyMMY9qS3brmmgQ,0.5
ESZM2J7WJST2f6_NjII43g,EodJxsEW5prSRB1hju5KoQ,0.5
EUtPSmcxmdhX7eGpi1T-dA,pOAj4Yg5siEGTwxvlYccLw,1.0
EfmMnFXJnJe9Mfbl49qn7Q,hzAOz6E9gpQf6i6ciHmIPw,0.5
Ej0sTcCOsvjsamtvdeGlOA,JpBNnAZE3DDQHMp2mEC1Kw,1.0
EsE8KTPqAJ2MjJdmuAifRw,q5WWnhtprzfpHPYt1RVxHQ,0.5
F8ZTmT9pGiSF2jx9FZDjdQ,FyfXTZpQPewhgI7zU5pVtA,0.5
F91geKdV8XsF9Cze8Zm8yg,hvridAom9cjx4mfFYasVrA,0.5
FGRw7knltfK9q4Z6_hev6w,XikzLI3Zm02WR9a2xO5C-w,0.5
FGRw7knltfK9q4Z6_hev6w,ow9r_DRGqgpiNUr4SXBHrw,0.5
FUJGBwxflIoKiCRK1AdTgA,RWwvuTbnf3DleUSiFbUscg,0.5
FVLveNsa_rpmJbv5k8onfw,sYQ5wGRg4gX2iWv6swG6Ng,0.5
FdAFfmeqaaY-1463SyTwGQ,zuu87Wx0Sv2KCUzY_wGSKQ,0.5
FndkIvEO5vjb0s8cRpzsKg,tzLBPCVz6uB7vWgDTU6Ujw,1.0
FysNvkBMtHaJAwnarboMNQ,Lycld8xZmrgbRJD4qDxgGA,0.5
G4-SMaqwXp1tkKuZfO5lAw,bKkg_SW-lWU2XDNVodksOg,1.0
G4-SMaqwXp1tkKuZfO5lAw,_GQtY4e4mwQlm-f3DwCIDw,0.5
G59Wxm8eicbgOBxdZhxhVQ,COqLTo3bb1fuMIg2_fA6Fw,0.5
G59Wxm8eicbgOBxdZhxhVQ,i95z3PicJ4p_oAYXBioznA,1.0
GhAIjlGY4_iAIwST9Ox-RA,zA29jzbo8kNy9eGgseh0Hg,1.0
GhTh08iHJGMgkXBqiAHKcA,mKHGo9_iNGl3vA4IwsqQ2g,0.5
GoYN0XMH_ETxzMlD6NPczQ,8D2R7acumiJgJXJ5NMF4GA,0.5
GoYN0XMH_ETxzMlD6NPczQ,CAOnmH06liJa74jkK-uZ3A,0.5
GxBcnU3ONa9htY5gPd72BQ,y3FiZeYWQ9umQpmbhKqFOA,0.5
H9yu7m92Ajdamb5yflozWA,L75ccfS0XRtIRA4399U8Pg,0.5
HONwpNQ2fmwMTOIZu0VI1A,TG6m1XuLFgbYRGo-4CD9Hg,0.5
HOarFvVeMrdrikfjf7-uGQ,54fC1Sbd5MYxo07LMauSbQ,0.5
HTtzkGwQ1jPP2m4os-mAyA,tpGXuR5HYhzpCYtzqkxGCA,0.5
HUMdEqtlPF70AqyZmiyAhA,Qzp0PWFF51Yj_cXE5fepmA,0.5
HUMdEqtlPF70AqyZmiyAhA,-UV2tt3gy57-5a29paA_4w,0.5
HW8iARU2n2wOkezDWKit_Q,hFay_o8K1YfqFiMFoSPv5Q,0.5
HYm_XUwKk_s-gCC0kdERDA,vEsAPc0fEDP1YPeSQanxfQ,0.5
Hgcj-_rcTfHIEbHMUpDs4w,nZvjGGWpzkPOf0ypOezoZg,0.5
HlYzk84INQaNslFT-lyBFw,7dtzpuYYpZeg-kJj3yTcUQ,0.75
Hooe-5-Drf63HI9Pj6dA5w,Inh4zML74UuNekCzM_JP2w,0.5
Hooe-5-Drf63HI9Pj6dA5w,APTiouqg0vmMznY_UoJ6MA,0.5
HpKcIWjcq3osQ13pBF0RXw,vmHnZhAnPtrDZiomYR-YgA,0.5
HqSoVfyjETNch22DIrcB8Q,uJskEypcuwx_WhCWiSmJKg,0.5
HzvKe4EbQF0Wtf_WzIcvQA,S4AoACdQHexs4tMiodZiYg,0.5
HzvKe4EbQF0Wtf_WzIcvQA,VdWMXE1mw1-XeAYlq2T4xQ,1.0
ICimDC0cbPBMfeQd88IicQ,jtvy90-8KNih9-LanDTiOg,1.0
ICimDC0cbPBMfeQd88IicQ,RHhjgjO1gVmO_xGCUYqLwA,0.5
ICw43H7hrbSuXTjDBmJxbA,57HulgI0Ju8Xj5cpxnmu1g,0.5
IKYlLupfcXakHr8uzyVsuA,jGajKCm6-urgLQeNyeL-FA,0.5
IKYlLupfcXakHr8uzyVsuA,xBWTtwUd3tFCX5vobs2p7A,0.5
IKYlLupfcXakHr8uzyVsuA,lUM741nAWb4WL-pGiqo7Bw,0.5
IOxRbnv2YnLtErYY3TrU3A,BV5aiE5jxaUyCbiYpUEF_w,0.5
IOxRbnv2YnLtErYY3TrU3A,uyFQv-D-E5JfNIu3_xOVww,0.5
IOxRbnv2YnLtErYY3TrU3A,WvkxYyA1fXDPDyqIVn8zBQ,0.5
IOxRbnv2YnLtErYY3TrU3A,WEs9MN1M6tixwEz844jCUw,0.5
IOxRbnv2YnLtErYY3TrU3A,j6MtKpKdqZC2wXnQetGBIQ,0.5
IQX3xhULWqk16a-vU1ViLA,DPQ7ZE5788qyir6_uNgZeg,1.0
Icj9QzQxqvzOmPm_liAq1Q,1hSGeXz8tCMvi7tBkP4CTg,0.5
IdjZYxqGmqrFpAikkoIDcg,VxncdfkMZ4CLCbkFAGRhvA,0.5
Ijdoi6pDMK3Burw3TtAOZg,jYU4Nd71giCWpLuj5JIxgg,0.5
It_S0wF9SiitmNI3dwx6iQ,2FQ4fhO6_gXCYRDsw5wtQw,0.5
J5U-nbhKSnnX7DJGT6QELg,aokqWHt8vMf5iwj8KZZ5eg,0.5
JBmdGTvwGnwDx4eNPQSW7g,MFfK5cLkIjdD5ONn0qB_aA,1.0
JBmdGTvwGnwDx4eNPQSW7g,2Pg2pwIDa5NaAScoBFtGvA,0.5
JI88Hdn6TM6rpYIUEk_xwA,Shga7lyRNRFQWoFqTPUQCw,0.5
JI88Hdn6TM6rpYIUEk_xwA,FyfXTZpQPewhgI7zU5pVtA,0.5
J_aDvUEqJPAj4wwKs67uiw,rT7TTeYUtsDAeYQAZYvn6w,0.5
JmYYGu_FIdYVvNXRsucAvQ,a9KUNRphQVLeCsC3RAEQPA,0.5
Jo5G_-AN2S1Qv6ngeF79aw,Icj9QzQxqvzOmPm_liAq1Q,0.5
Jo5G_-AN2S1Qv6ngeF79aw,7FFlMoNoIW5W3KgCYqknmQ,0.5
Jo5G_-AN2S1Qv6ngeF79aw,PCugqia4CsE9krMJyJ8UXw,0.5
JtrOIfm4pIBEZgRIlwI_Jw,t7b_86s_Q__P35H9NXedhw,0.5
JtrOIfm4pIBEZgRIlwI_Jw,WvunDFSs2hJrPHVFqB6Y1w,0.5
KGpsB2dsdkxl8SGVUlJbZw,3B74iILT_W1ptfQeW7pIYQ,0.5
KXiwq_g2w1Sh4Y7_1nNS1Q,OsYA1vCXgopNOOpssou0uw,0.5
Kkh-LUn5p4ZmF1Bg4X9sxg,4OjdqmThsVRglRccfqDAWQ,0.5
KokCcoahHa2ajm-C_7bJrw,XikzLI3Zm02WR9a2xO5C-w,0.5
KokCcoahHa2ajm-C_7bJrw,nt4EQk5UGYrfKecua941FQ,0.5
Kr5k9eEm-2dGBGGlF2HvaQ,4-0ozduHY8Ag6cwXMl8UAQ,0.5
Kr5k9eEm-2dGBGGlF2HvaQ,hamdxLntv7uASAmOSKBLig,0.5
KsQaRX0MdKULW2nMj5NoLA,Xz2-hU3EYTgxGT3AOqJp5g,0.5
Kx0MUrNQ737s-VVElk6Vig,t7-AuzRrUUWrxp1GNrIDtg,0.5
Kx0MUrNQ737s-VVElk6Vig,uPtSHqkT9aNrXNJdVBoq9Q,0.5
L5AFqx596wakqPkzqfRzTw,TPwDHfgelf89BDodmVJB6Q,0.5
LBWpLNSLTKZMrLWmaur42g,_FP4CBz5D8V4_3dtex9_iw,0.5
LGr-R8TgRF7rAYhSRlw_Tw,qh5dTNXritViyuqd_Ao6jg,0.5
LiSt3sVWELm7nfVIKJs0MA,MfT_6sW8qaQwkgbOUHJd2g,0.6
Ljv2PkfTrD_iy-HHqZeXfw,kyGiC1tbPuW9Ux7eV0k7zQ,1.0
Ljv2PkfTrD_iy-HHqZeXfw,x2BXa3KN1DmyT-3Jmel_iQ,0.5
LpjoMIMDTr9tagtp1Gb2Dw,gpaydg217YdyG_rwpJaC5w,0.5
LrOM46V6LRKmDn9-Inmzfg,RoszkOQBaxlMtMTGoM_wUg,0.5
Lwb6bG1Qu3BbW7FJj5suLw,J5U-nbhKSnnX7DJGT6QELg,0.5
Lwb6bG1Qu3BbW7FJj5suLw,dE_5fWVjBA0W4H7q2iwijQ,0.5
Lwb6bG1Qu3BbW7FJj5suLw,aokqWHt8vMf5iwj8KZZ5eg,1.0
LyGab6ITDEMDI5E0YcC0Ng,hP2DOm7E2H4P7MOS7XN_SQ,0.5
MDm45O3RLf90hKy-tVsfNg,HpIEmY43r-mnjmwj_qg-qg,1.0
MFfK5cLkIjdD5ONn0qB_aA,2Pg2pwIDa5NaAScoBFtGvA,0.5
MOd-00nJo6xwg-cZT-RBTQ,Kb43diOoBV4l77bxpn2k3Q,0.5
MtHG_yRGu4JYGA6GOVMZvg,DajZcGEZCJXoIPu_4vQnBQ,1.0
MyC3J3Pnjj9_TaN8xdaSrw,kX0br64oB3_o4TY1F5NXkQ,0.6666666666666666
MyzHX25YsYxrs1G3EVyGSw,zgmslJH4f8rIJ1TKSrx3Uw,0.5
N-U0o7hIKy3Z6KY_O4RuPg,vgVQFufjuqDaHj19ntOiFw,0.5
NKpwKdjEG8nL1rI60aYHmg,0OOmvIS1Tb5ccYOCvq4Yeg,0.5
NUGa_UvqPCmq7G2Qm-AByQ,5_5AT_uw_akxMIu_8LLhew,0.5
Naa6E0YU0Wr7jCuCE3pYtQ,xqWdZ2pFlo4BatphZSZlOQ,0.5
Nm9xRoLxn4a_q4XlVAJfSg,-ml57G52t4mQpYRHe54HWQ,0.5
NmPAn3xjGiTuJxyT5bxvjQ,jTyWJF78L8GfZ_EB6KwKDg,1.0
NoDhna4BsDhcl7xRPmZJzQ,toQVcwfnNn0iNqM1p0IjMw,0.5
O55zKGI1Ut2yKNSM9GULVA,8m1HM54_hE6UcQcxWTWMaA,0.5
ODDANIIoWX3dswrdAsGeFw,P9pBzaqo9m6QIhlRRSqoMA,1.0
OyBStpjF5e_iRCMXflFasQ,9SJ5sTileHeLXVMJrQiEDQ,0.5
PJOIEJgVVjh9KDBlVwjzQw,JgtawtDX0Oie8ZXz2NfjYQ,0.5
PJOIEJgVVjh9KDBlVwjzQw,REamBh8h57vu2NDtUNq8EQ,0.5
PJ_a2Ba2ZtztebTC9WakWQ,zGlwUC9fSmpaWT1i60saDw,0.5
PL9xKgFL9FB8wDQ9AKrm4g,XiQ9tKLLEPpDPlAUu40jrg,0.5
PL9xKgFL9FB8wDQ9AKrm4g,R9TTzn-Q31vSeFywvVZoTw,1.0
PNRSuNZyLLEo1gmHtb0CXA,CuyHam2xMGNrGjaToZjcig,0.5
PNaEe5K_wpSWF8kqwUYMgw,ta5soWHhQeNfkbw5kBhFjA,0.5
POiWEckMIOqX7TgBxXgCzw,0l_HQpZ4gsR5T6Ejqcgi2Q,0.5
PVe9mHxZTmZ_BrIP3URktg,_yVbVcc5QqtQk0vvQ-T2oA,1.0
Pcij9Zvllmj-oge8N-uSzg,l2kzkT3iw10kIq2nIWRbgQ,0.5
Pcij9Zvllmj-oge8N-uSzg,PcfFrGL6NgS0gqneNE8R0A,0.5
Pcij9Zvllmj-oge8N-uSzg,YJ6co6ywD4OeftiVIiJMKQ,0.5
Pcij9Zvllmj-oge8N-uSzg,hqWNpbCEzt7EzUeWkDqjBA,1.0
PgMt7JtwUB-QUoRZAbwUng,a9KUNRphQVLeCsC3RAEQPA,0.5
PgMt7JtwUB-QUoRZAbwUng,JmYYGu_FIdYVvNXRsucAvQ,1.0
Q1l-m9N_g-dJ6WGFoOsiCw,JfC7ufsnkzAwNFfoIcAHNw,0.5
Q3CQumXTxIPC0wecw3-C_Q,HzvKe4EbQF0Wtf_WzIcvQA,0.5
Q3CQumXTxIPC0wecw3-C_Q,VdWMXE1mw1-XeAYlq2T4xQ,0.5
QDYOU5G_X0PdbN-_WzxBiQ,I4k8ZjZE1ugtC10g7vyRpQ,0.5
QS7_BPmaBNvznOMhcVBemg,FndkIvEO5vjb0s8cRpzsKg,0.5
QS7_BPmaBNvznOMhcVBemg,tzLBPCVz6uB7vWgDTU6Ujw,0.5
QYio9HySny2cMcIs8YjMCQ,4uMAsbmiYC3O6BfsMJJTJQ,0.5
QbOX7RjK_LUcvruRgbXlsg,6B2z54cn3Ak38UCiPq0luA,1.0
QeyLKrpD_F_D5QlPb9MrdQ,obUj6W57aPeGoiIYuayrCQ,0.5
QqVfWRqOO_exljN8IWgeLQ,yDk_gqG_h24zqu4dGp6Mkw,1.0
QqVfWRqOO_exljN8IWgeLQ,YTmnXQxBuNwU_L3uQGH2-A,0.5
QqVfWRqOO_exljN8IWgeLQ,XguKrY0dAuaK1W6HUlUQ1Q,1.0
QrTL50teau4rhLOey5_-SQ,QcYFioyAmGhub0Q6x8bqLg,0.5
QvsNq6x0kQN0cK7emBpAJQ,VsajJw_iaIvVbxQ0aWCTxg,0.5
R6CvLpMoDEGQ7QApfVUvyw,JkncPZ1jFi0_n23Ptl8jGQ,0.5
R98xd_D7pRDOFsLd_EOymQ,zSETUaH_YvQ7u-OsNYmVUg,1.0
R98xd_D7pRDOFsLd_EOymQ,oxhDYYzWZiOhAy3Q-YLIJA,0.5
R9TTzn-Q31vSeFywvVZoTw,XiQ9tKLLEPpDPlAUu40jrg,0.5
REamBh8h57vu2NDtUNq8EQ,BLGo7Hnn6080YJHJAtifOw,0.5
